chr	start	end	peaknb	peakscore	Gene_Symbol	distance	score
chr1	223726753	223727017	peak560	19.36097	CAPN2	25293	0.22053033938
chr1	223726753	223727017	peak560	19.36097	CAPN2	14469	0.340016885286
chr1	223831881	223832175	peak561	8.10303	TP53BP2	-13944	0.347232741183
chr1	223888136	223888447	peak562	10.48710	TP53BP2	42319	0.111608284268
chr1	224168925	224169136	peak564	8.85287	MIR320B2	-88111	0.0178734304723
chr1	224168925	224169136	peak564	8.85287	FBXO28	54944	0.0673562218194
chr1	224168925	224169136	peak564	8.85287	LOC101927143	-44249	0.103316312653
chr1	224168925	224169136	peak564	8.85287	LOC101927164	-50582	0.0801961315749
chr1	224168925	224169136	peak564	8.85287	DEGS1	-14177	0.344011566028
chr1	224334042	224334258	peak565	8.92257	MIR320B2	77009	0.02786566481
chr1	224334042	224334258	peak565	8.92257	CNIH4	-22660	0.245023782921
chr1	224334042	224334258	peak565	8.92257	NVL	3961	0.517658251805
chr1	224334042	224334258	peak565	8.92257	MIR4742	-64161	0.0465867086797
chr1	224377779	224377956	peak566	9.26032	CNIH4	21057	0.261249340528
chr1	224377779	224377956	peak566	9.26032	WDR26	-56432	0.0634641563109
chr1	224377779	224377956	peak566	9.26032	NVL	47678	0.0900743354604
chr1	224377779	224377956	peak566	9.26032	MIR4742	-20444	0.267734355732
chr1	224498195	224498418	peak567	10.92996	WDR26	64007	0.0468745685032
chr1	224498195	224498418	peak567	10.92996	MIR4742	99995	0.0111112185597
chr1	224542911	224543143	peak568	7.68352	CNIH3	-73449	0.0321301640515
chr1	224565104	224565513	peak569	24.89989	CNIH3	-51168	0.0783381943421
chr1	26582736	26583000	peak57	6.21278	RPS6KA1	37017	0.137975382144
chr1	26582736	26583000	peak57	6.21278	RPS6KA1	53111	0.0724803346589
chr1	26582736	26583000	peak57	6.21278	MIR1976	28327	0.195327039418
chr1	224572143	224572338	peak570	9.15372	CNIH3	-44236	0.103370051106
chr1	225508535	225508805	peak573	13.87686	LBR	79815	0.0249071591692
chr1	225508535	225508805	peak573	13.87686	LBR	80557	0.0241787773401
chr1	225689914	225690212	peak574	13.18311	SRP9	-87749	0.0181341205871
chr1	225689914	225690212	peak574	13.18311	ENAH	36920	0.138511766539
chr1	225755381	225755584	peak575	5.68593	EPHX1	-54591	0.0683140379397
chr1	225755381	225755584	peak575	5.68593	SRP9	-22330	0.248279537563
chr1	225755381	225755584	peak575	5.68593	EPHX1	-69818	0.0371526566104
chr1	225755381	225755584	peak575	5.68593	EPHX1	-54651	0.0681502808358
chr1	225866084	225866304	peak576	12.88244	TMEM63A	-16526	0.313160324729
chr1	225866084	225866304	peak576	12.88244	EPHX1	56121	0.0642585814951
chr1	225866084	225866304	peak576	12.88244	PYCR2	-58146	0.0592588584759
chr1	225866084	225866304	peak576	12.88244	LEFTY2	-75189	0.0299699519777
chr1	225866084	225866304	peak576	12.88244	SRP9	88382	0.017680728816
chr1	225866084	225866304	peak576	12.88244	MIR6741	-55948	0.0647047929902
chr1	225866084	225866304	peak576	12.88244	LEFTY1	-22952	0.242178553622
chr1	225866084	225866304	peak576	12.88244	EPHX1	40894	0.118154758628
chr1	225866084	225866304	peak576	12.88244	EPHX1	56061	0.0644129873035
chr1	226034665	226034902	peak577	10.79946	H3F3A	-27923	0.198509166714
chr1	226034665	226034902	peak577	10.79946	H3F3AP4	-27943	0.198350422887
chr1	226034665	226034902	peak577	10.79946	LEFTY2	93400	0.0144653376251
chr1	226034665	226034902	peak577	10.79946	SDE2	35418	0.147088622457
chr1	226443524	226443759	peak578	10.88454	PARP1	35541	0.146366723762
chr1	226477025	226477233	peak579	7.38642	C1orf95	-71670	0.0344998604459
chr1	226477025	226477233	peak579	7.38642	PARP1	69029	0.0383438932936
chr1	27074327	27074501	peak58	4.40134	SLC9A1	-80716	0.0240254882921
chr1	27074327	27074501	peak58	4.40134	FAM46B	61572	0.0516698933885
chr1	27074327	27074501	peak58	4.40134	TRNP1	80711	0.0240302938703
chr1	226483340	226483548	peak580	7.12465	C1orf95	-65355	0.0444140241581
chr1	226483340	226483548	peak580	7.12465	PARP1	75344	0.0297847131093
chr1	226588569	226588805	peak581	17.55236	ITPKB-IT1	-86381	0.0191540710209
chr1	226588569	226588805	peak581	17.55236	C1orf95	39888	0.123006263763
chr1	226662820	226663222	peak582	11.78305	ITPKB-IT1	-12047	0.37460617682
chr1	226662820	226663222	peak582	11.78305	ITPKB	-76154	0.0288351543229
chr1	226931063	226931332	peak583	6.70603	PSEN2	60626	0.053662545368
chr1	226931063	226931332	peak583	6.70603	ADCK3	-9039	0.422502464105
chr1	227934683	227935188	peak584	10.44180	WNT9A	-13040	0.360018449584
chr1	227934683	227935188	peak584	10.44180	MIR5008	-6748	0.463050110838
chr1	227934683	227935188	peak584	10.44180	WNT3A	-72086	0.0339305327115
chr1	228087915	228088089	peak585	5.09439	GUK1	-56700	0.0627874541592
chr1	228087915	228088089	peak585	5.09439	GJC2	-61711	0.0513834059544
chr1	228087915	228088089	peak585	5.09439	ARF1	5343	0.489818678617
chr1	228087915	228088089	peak585	5.09439	MRPL55	-21310	0.258618830035
chr1	228087915	228088089	peak585	5.09439	ARF1	4853	0.499513826798
chr1	228087915	228088089	peak585	5.09439	C1orf35	-15319	0.328650632413
chr1	228087915	228088089	peak585	5.09439	GUK1	-52225	0.0750950976479
chr1	228087915	228088089	peak585	5.09439	GUK1	-52081	0.0755288935432
chr1	228087915	228088089	peak585	5.09439	IBA57-AS1	-77510	0.0273127951439
chr1	228087915	228088089	peak585	5.09439	IBA57-AS1	-76846	0.0280479425242
chr1	228087915	228088089	peak585	5.09439	MIR3620	-9260	0.41878400214
chr1	228087915	228088089	peak585	5.09439	WNT3A	80981	0.0237721631116
chr1	228087915	228088089	peak585	5.09439	IBA57	-77725	0.0270789122436
chr1	229191948	229192361	peak589	7.51800	RAB4A	-78907	0.0258284159431
chr1	229191948	229192361	peak589	7.51800	MIR4454	17353	0.302970450903
chr1	27105453	27105762	peak59	23.09003	SLC9A1	-49523	0.0836662172539
chr1	27105453	27105762	peak59	23.09003	FAM46B	92765	0.0148374631889
chr1	229411101	229411349	peak590	12.72482	NUP133	-97116	0.0124673755818
chr1	229411101	229411349	peak590	12.72482	CCSAP	68284	0.0395037371562
chr1	229411101	229411349	peak590	12.72482	LOC101927478	-97204	0.012423567567
chr1	229411101	229411349	peak590	12.72482	ACTA1	-22871	0.242964484657
chr1	230031293	230031553	peak591	8.88070	GALNT2	-35771	0.145026325191
chr1	230031293	230031553	peak591	8.88070	GALNT2	-26365	0.211273875291
chr1	230084625	230084861	peak592	13.90165	GALNT2	17549	0.300604449413
chr1	230084625	230084861	peak592	13.90165	GALNT2	26955	0.206346187262
chr1	230104789	230104963	peak593	6.07042	GALNT2	37682	0.134353619965
chr1	230104789	230104963	peak593	6.07042	GALNT2	47088	0.0922253721747
chr1	230105962	230106140	peak594	6.12492	GALNT2	38857	0.128185095629
chr1	230105962	230106140	peak594	6.12492	GALNT2	48263	0.0879910653299
chr1	230458562	230458784	peak595	9.79131	PGBD5	32745	0.163686870903
chr1	230459516	230459752	peak596	8.13380	PGBD5	33706	0.157514147398
chr1	230509588	230510018	peak597	20.20395	PGBD5	83875	0.0211736033101
chr1	231359175	231359412	peak598	12.02267	SPRTN	21358	0.258122758263
chr1	231359175	231359412	peak598	12.02267	EGLN1	-65751	0.0437160485758
chr1	231359175	231359412	peak598	12.02267	EXOC8	21421	0.257473107816
chr1	231383577	231383834	peak599	7.92112	SPRTN	45770	0.0972179416182
chr1	231383577	231383834	peak599	7.92112	EGLN1	-41339	0.116070211433
chr1	231383577	231383834	peak599	7.92112	EXOC8	45833	0.0969732608326
chr1	231383577	231383834	peak599	7.92112	SNRPD2P2	-92820	0.0148048566502
chr1	8225069	8225308	peak6	3.12149	LOC102724539	16517	0.313273082741
chr1	8225069	8225308	peak6	3.12149	SLC45A1	-92896	0.014759918227
chr1	27112015	27112372	peak60	7.27309	SLC9A1	-42937	0.108883148925
chr1	27112015	27112372	peak60	7.27309	FAM46B	99351	0.011401161988
chr1	231971403	231971682	peak600	17.80447	DISC1-IT1	45709	0.0974554430296
chr1	232477794	232478101	peak602	13.00810	SIPA1L2	-37550	0.13506488316
chr1	232610968	232611142	peak603	5.29014	SIPA1L2	95558	0.0132690635776
chr1	232704847	232705090	peak604	19.82268	MAP10	-99923	0.0111432649939
chr1	232704847	232705090	peak604	19.82268	LOC101927683	-37747	0.134004754275
chr1	232767501	232767705	peak605	11.31980	MAP10	-37288	0.136487806229
chr1	232767501	232767705	peak605	11.31980	LOC101927683	24888	0.224132025769
chr1	233294980	233295154	peak607	7.03644	KIAA1804	-32700	0.163981772603
chr1	233294980	233295154	peak607	7.03644	PCNXL2	-646	0.591058666503
chr1	233543709	233543970	peak608	6.93589	KCNK1	-70164	0.0366420056983
chr1	233543709	233543970	peak608	6.93589	MIR4427	-80312	0.024416894225
chr1	234657130	234657558	peak609	36.45588	LINC00184	28034	0.197629739787
chr1	234657130	234657558	peak609	36.45588	LOC101927787	11056	0.389753808283
chr1	234657130	234657558	peak609	36.45588	IRF2BP2	47819	0.0895677461332
chr1	234657130	234657558	peak609	36.45588	LINC01132	-66697	0.0420927399882
chr1	27667760	27667934	peak61	6.20587	IFI6	-4366	0.509339749916
chr1	27667760	27667934	peak61	6.20587	FAM76A	-58131	0.0592944244598
chr1	27667760	27667934	peak61	6.20587	FGR	41607	0.114832584301
chr1	27667760	27667934	peak61	6.20587	FGR	41252	0.116474839414
chr1	27667760	27667934	peak61	6.20587	FGR	32631	0.164434987444
chr1	27667760	27667934	peak61	6.20587	AHDC1	64353	0.0462302931445
chr1	234684306	234684527	peak610	14.12718	LINC00184	55106	0.0669211646098
chr1	234684306	234684527	peak610	14.12718	IRF2BP2	74891	0.0303293314517
chr1	234684306	234684527	peak610	14.12718	LOC101927787	38128	0.131978004877
chr1	234684306	234684527	peak610	14.12718	LINC01132	-39625	0.124307120166
chr1	234866263	234866439	peak613	3.86942	LOC101927851	-97648	0.0122048727652
chr1	234893857	234894078	peak614	23.71530	LOC101927851	-70032	0.0368359871488
chr1	234934670	234934855	peak615	8.05495	LOC101927851	-29237	0.188344979568
chr1	234975280	234975531	peak616	9.32333	LOC101927851	11406	0.384335273215
chr1	234975280	234975531	peak616	9.32333	LINC01348	-94413	0.0138909184679
chr1	234980784	234981271	peak617	17.42599	LOC101927851	17028	0.306934779067
chr1	234980784	234981271	peak617	17.42599	LINC01348	-88791	0.0173938253619
chr1	235011753	235012078	peak618	15.55785	LOC101927851	47916	0.0892208966014
chr1	235011753	235012078	peak618	15.55785	LINC01348	-57903	0.0598376630133
chr1	235026490	235026689	peak619	9.70391	LOC101927851	62590	0.0496081571551
chr1	235026490	235026689	peak619	9.70391	LINC01348	-43229	0.107618791964
chr1	27780006	27780180	peak62	6.44837	SCARNA1	-54307	0.0690945100993
chr1	27780006	27780180	peak62	6.44837	FAM76A	54115	0.0696271988434
chr1	27780006	27780180	peak62	6.44837	THEMIS2	-92449	0.0150261990212
chr1	27780006	27780180	peak62	6.44837	PPP1R8	-50647	0.079987892461
chr1	27780006	27780180	peak62	6.44837	PPP1R8	-50720	0.0797546684877
chr1	27780006	27780180	peak62	6.44837	STX12	6911	0.460040844983
chr1	235074658	235074841	peak620	6.44582	RBM34	-86507	0.0190577773668
chr1	235074658	235074841	peak620	6.44582	TOMM20	-54192	0.0694130769879
chr1	235074658	235074841	peak620	6.44582	LINC01348	4931	0.497957772365
chr1	235074658	235074841	peak620	6.44582	SNORA14B	-53188	0.0722574386642
chr1	235135410	235135667	peak621	16.47581	RBM34	-25718	0.216813010432
chr1	235135410	235135667	peak621	16.47581	MIR4753	-54578	0.0683495704771
chr1	235135410	235135667	peak621	16.47581	SNORA14B	7601	0.447517337053
chr1	235135410	235135667	peak621	16.47581	TOMM20	6597	0.465855396943
chr1	235135410	235135667	peak621	16.47581	LINC01348	65720	0.0437702900989
chr1	235504838	235505089	peak622	11.00562	B3GALNT2	482	0.594948756901
chr1	235504838	235505089	peak622	11.00562	MIR5096	-7859	0.442922707203
chr1	235908757	235909134	peak623	8.72774	LYST	25237	0.22102488102
chr1	235908757	235909134	peak623	8.72774	LYST	42018	0.112960170032
chr1	235908757	235909134	peak623	8.72774	MIR1537	55885	0.0648680546919
chr1	235910674	235910925	peak624	8.72774	LYST	27091	0.205226711737
chr1	235910674	235910925	peak624	8.72774	LYST	43872	0.104886129317
chr1	235910674	235910925	peak624	8.72774	MIR1537	57739	0.0602314884177
chr1	235917448	235917717	peak625	12.36237	LYST	33874	0.156459200918
chr1	235917448	235917717	peak625	12.36237	LYST	50655	0.0799623004303
chr1	235917448	235917717	peak625	12.36237	MIR1537	64522	0.0459188302934
chr1	236905195	236905439	peak626	10.89537	MT1HL1	-99101	0.011515745571
chr1	237873474	237873739	peak627	13.38299	LOC100130331	11432	0.383935772307
chr1	237873474	237873739	peak627	13.38299	ZP4	-17316	0.303419179148
chr1	238409556	238409730	peak628	3.92116	LINC01139	-76374	0.0285825181941
chr1	27863202	27863435	peak63	8.52763	SCARNA1	28918	0.190763659871
chr1	27863202	27863435	peak63	8.52763	PPP1R8	32578	0.164783959397
chr1	27863202	27863435	peak63	8.52763	SMPDL3B	-71636	0.034546812176
chr1	27863202	27863435	peak63	8.52763	THEMIS2	-9224	0.419387485506
chr1	27863202	27863435	peak63	8.52763	RPA2	-51479	0.077369703706
chr1	27863202	27863435	peak63	8.52763	PPP1R8	32505	0.16526583175
chr1	27863202	27863435	peak63	8.52763	XKR8	-96143	0.0129621721232
chr1	27863202	27863435	peak63	8.52763	STX12	90136	0.0164827648261
chr1	239814299	239814493	peak632	5.35829	CHRM3-AS1	-85476	0.019860151341
chr1	239814299	239814493	peak632	5.35829	CHRM3-AS2	95277	0.0134190491923
chr1	239858154	239858382	peak633	9.17973	CHRM3-AS1	-41604	0.114846365037
chr1	239909953	239910253	peak634	11.40814	CHRM3-AS1	10231	0.402830258722
chr1	239909953	239910253	peak634	11.40814	RPS7P5	-97420	0.0123166903178
chr1	239914981	239915199	peak635	8.45406	CHRM3-AS1	15218	0.329981066635
chr1	239914981	239915199	peak635	8.45406	RPS7P5	-92433	0.0150358188666
chr1	241592291	241592547	peak636	7.39891	KMO	60286	0.0543973412715
chr1	241592291	241592547	peak636	7.39891	CHML	-43511	0.106411672941
chr1	241592291	241592547	peak636	7.39891	OPN3	-47980	0.0889927832159
chr1	241592291	241592547	peak636	7.39891	WDR64	-59858	0.0553366412198
chr1	241592291	241592547	peak636	7.39891	FH	72634	0.0331948677783
chr1	241612669	241612843	peak637	3.92545	KMO	80623	0.024115029552
chr1	241612669	241612843	peak637	3.92545	CHML	-23174	0.240037528287
chr1	241612669	241612843	peak637	3.92545	OPN3	-27643	0.200744966489
chr1	241612669	241612843	peak637	3.92545	WDR64	-39521	0.124825314883
chr1	241612669	241612843	peak637	3.92545	FH	92971	0.0147157048256
chr1	241992825	241993037	peak638	7.97765	MAP1LC3C	-6152	0.474221863661
chr1	241992825	241993037	peak638	7.97765	BECN1P1	35165	0.148584716785
chr1	241998563	241998758	peak639	5.52809	MAP1LC3C	-423	0.596354494085
chr1	241998563	241998758	peak639	5.52809	BECN1P1	40894	0.118154758628
chr1	27875232	27875449	peak64	12.18449	SMPDL3B	-59614	0.0558793710514
chr1	27875232	27875449	peak64	12.18449	THEMIS2	2798	0.54230863627
chr1	27875232	27875449	peak64	12.18449	SCARNA1	40940	0.117937553762
chr1	27875232	27875449	peak64	12.18449	RPA2	-39457	0.125145277066
chr1	27875232	27875449	peak64	12.18449	PPP1R8	44600	0.101875887072
chr1	27875232	27875449	peak64	12.18449	XKR8	-84121	0.020966276773
chr1	27875232	27875449	peak64	12.18449	PPP1R8	44527	0.102173799403
chr1	243287738	243288061	peak641	9.78169	SDCCAG8	31895	0.16934791696
chr1	243287738	243288061	peak641	9.78169	CEP170	32493	0.165345178391
chr1	243287738	243288061	peak641	9.78169	MIR4677	-58276	0.0589515122047
chr1	243798802	243798986	peak642	5.68593	AKT3	-44690	0.101509793243
chr1	243798802	243798986	peak642	5.68593	AKT3	-44388	0.102743467939
chr1	244273851	244274025	peak644	4.53626	C1orf100	-78696	0.0260473302927
chr1	244319693	244319989	peak645	17.77450	C1orf100	-32793	0.163372893626
chr1	244353752	244354046	peak646	15.76093	C1orf100	1265	0.576603744324
chr1	244353752	244354046	peak646	15.76093	ADSS	-98235	0.0119216405116
chr1	244599943	244600205	peak647	21.99030	DESI2	-52973	0.0728815323932
chr1	244778429	244778621	peak648	6.49518	COX20	-56811	0.0625092958312
chr1	244778429	244778621	peak648	6.49518	HNRNPU	-86000	0.0194482147454
chr1	244778429	244778621	peak648	6.49518	HNRNPU-AS1	-68416	0.0392957071067
chr1	244921136	244921320	peak649	6.49646	LOC101928068	-49641	0.0832722432186
chr1	244921136	244921320	peak649	6.49646	EFCAB2	-49100	0.0850938937327
chr1	244921136	244921320	peak649	6.49646	COX20	85892	0.0195324127699
chr1	244921136	244921320	peak649	6.49646	HNRNPU	56703	0.0627799201168
chr1	244921136	244921320	peak649	6.49646	EFCAB2	-48640	0.0866741148284
chr1	244921136	244921320	peak649	6.49646	HNRNPU-AS1	74287	0.0310710115182
chr1	28112818	28112992	peak65	4.75943	EYA3	24268	0.22975999842
chr1	28112818	28112992	peak65	4.75943	PTAFR	-81031	0.023724666298
chr1	28112818	28112992	peak65	4.75943	PTAFR	-64039	0.0468146074387
chr1	246875428	246875723	peak654	5.81300	LINC01341	85959	0.0194801359858
chr1	246875428	246875723	peak654	5.81300	AHCTF1	-55849	0.0649615319781
chr1	247407286	247407460	peak655	5.81300	ZNF496	75630	0.0294459175966
chr1	247407286	247407460	peak655	5.81300	GCSAML	-99684	0.0112503054454
chr1	247407286	247407460	peak655	5.81300	NLRP3	-10675	0.395739148771
chr1	247407286	247407460	peak655	5.81300	NLRP3	-8782	0.426868190825
chr1	247407286	247407460	peak655	5.81300	OR2B11	-44609	0.101839218354
chr1	247407286	247407460	peak655	5.81300	OR2W5	-83694	0.0213274564745
chr1	247440288	247440496	peak656	6.15892	GCSAML	-66665	0.0421466531925
chr1	247440288	247440496	peak656	6.15892	GCSAML-AS1	-90412	0.016301795889
chr1	247440288	247440496	peak656	6.15892	NLRP3	24237	0.23004507753
chr1	247440288	247440496	peak656	6.15892	OR2C3	-93447	0.0144381683375
chr1	247440288	247440496	peak656	6.15892	NLRP3	22344	0.248140539945
chr1	247440288	247440496	peak656	6.15892	OR2B11	-11590	0.381516949757
chr1	247440288	247440496	peak656	6.15892	GCSAML	-78059	0.0267195439019
chr1	247440288	247440496	peak656	6.15892	OR2W5	-50675	0.0798983561711
chr1	247467263	247467555	peak657	9.33714	GCSAML-AS1	-63395	0.0480362185251
chr1	247467263	247467555	peak657	9.33714	GCSAML	-39648	0.124192810206
chr1	247467263	247467555	peak657	9.33714	OR2C3	-66430	0.0425446996198
chr1	247467263	247467555	peak657	9.33714	NLRP3	51254	0.078069173934
chr1	247467263	247467555	peak657	9.33714	NLRP3	49361	0.0842101347311
chr1	247467263	247467555	peak657	9.33714	GCSAML	-51042	0.078734015473
chr1	247467263	247467555	peak657	9.33714	OR2B11	15427	0.327233923974
chr1	247467263	247467555	peak657	9.33714	OR2W5	-23658	0.235435097026
chr1	247467263	247467555	peak657	9.33714	GCSAML	-81635	0.0231583470436
chr1	248786223	248786483	peak658	6.72342	ZNF692	-72763	0.0330240234181
chr1	248786223	248786483	peak658	6.72342	ZNF672	-51824	0.0763093351658
chr1	248786223	248786483	peak658	6.72342	LOC101928226	89292	0.0170487225809
chr1	248786223	248786483	peak658	6.72342	SH3BP5L	-39602	0.124421535339
chr1	248786223	248786483	peak658	6.72342	MIR3124	-40023	0.122343820147
chr1	248786223	248786483	peak658	6.72342	LYPD8	30566	0.178594036742
chr1	248786223	248786483	peak658	6.72342	ZNF692	-72573	0.0332759621506
chr1	248828958	248829176	peak659	10.01828	ZNF692	-30049	0.182325815015
chr1	248828958	248829176	peak659	10.01828	PGBD2	-77175	0.0276812497313
chr1	248828958	248829176	peak659	10.01828	ZNF672	-9110	0.421304259363
chr1	248828958	248829176	peak659	10.01828	SH3BP5L	3112	0.535539836842
chr1	248828958	248829176	peak659	10.01828	MIR3124	2691	0.54463469144
chr1	248828958	248829176	peak659	10.01828	LYPD8	73280	0.0323480997533
chr1	248828958	248829176	peak659	10.01828	ZNF692	-29859	0.183716770143
chr1	28139296	28139514	peak66	12.02007	EYA3	50768	0.079601686434
chr1	28139296	28139514	peak66	12.02007	DNAJC8	-93626	0.0143351602611
chr1	28139296	28139514	peak66	12.02007	PTAFR	-54531	0.0684781885327
chr1	28139296	28139514	peak66	12.02007	PTAFR	-37539	0.135124324785
chr1	28139296	28139514	peak66	12.02007	ATPIF1	-96685	0.0126841765918
chr10	3071543	3071763	peak660	6.61608	PITRM1-AS1	-69947	0.0369614426586
chr10	3071543	3071763	peak660	6.61608	PFKP	3027	0.537363771218
chr10	3071543	3071763	peak660	6.61608	PFKP	4134	0.514088422558
chr10	4243763	4243937	peak662	3.36359	LINC00702	-62	0.605028327339
chr10	5317745	5317919	peak663	5.50166	TUBAL3	-86998	0.0186871342487
chr10	5317745	5317919	peak663	5.50166	NET1	-94718	0.0137224788336
chr10	5317745	5317919	peak663	5.50166	UCN3	-47180	0.0918866065162
chr10	6396824	6396998	peak664	4.40773	LOC399715	70368	0.0363442235354
chr10	13987623	13987832	peak666	9.03214	LOC101928453	-86556	0.0190204607054
chr10	21401198	21401400	peak667	10.29519	MIR1915	-95342	0.0133842049815
chr10	21401198	21401400	peak667	10.29519	RNU6-15P	79339	0.0253859349616
chr10	21401198	21401400	peak667	10.29519	CASC10	-95985	0.0130443524674
chr10	26386904	26387078	peak668	6.63171	APBB1IP	-51345	0.0777855187066
chr10	29659105	29659316	peak669	7.81143	MIR938	56864	0.0623769164957
chr10	29659105	29659316	peak669	7.81143	SVIL	-76591	0.0283354955654
chr10	29659105	29659316	peak669	7.81143	SVIL	24238	0.230035875911
chr1	30756627	30757094	peak67	12.01767	LAPTM5	-976	0.583307959313
chr1	30756627	30757094	peak67	12.01767	MATN1	33275	0.160253234387
chr1	30756627	30757094	peak67	12.01767	MATN1-AS1	38089	0.132184051239
chr1	30756627	30757094	peak67	12.01767	MIR4420	17628	0.299656038631
chr10	29714539	29714731	peak670	10.29519	SVIL	-21166	0.260112772921
chr10	29714539	29714731	peak670	10.29519	SVIL	79663	0.0250590559954
chr10	30494231	30494491	peak671	8.60098	MAP3K8	60341	0.0542777986658
chr1	30823941	30824275	peak68	5.94010	LAPTM5	66272	0.0428144335829
chr1	30823941	30824275	peak68	5.94010	SDC3	-84525	0.0206301846785
chr1	30823941	30824275	peak68	5.94010	MIR4420	84876	0.0203425607305
chr10	45160336	45160534	peak681	7.81143	MIR3156-1	-3578	0.525649835451
chr10	45160336	45160534	peak681	7.81143	RSU1P2	5839	0.480196444226
chr10	45160336	45160534	peak681	7.81143	ANKRD30BP3	5774	0.481446579452
chr10	49177522	49177786	peak682	7.27264	C10orf128	-10746	0.394616844016
chr10	49177522	49177786	peak682	7.27264	VSTM4	62122	0.0505455686535
chr10	49177522	49177786	peak682	7.27264	FAM170B	43634	0.105889413322
chr10	49177522	49177786	peak682	7.27264	FAM170B-AS1	55816	0.0650473378197
chr10	62433217	62433441	peak683	10.09939	ZNF365	59173	0.0568738284844
chr10	62433217	62433441	peak683	10.09939	LOC283045	58202	0.0591262671906
chr10	62433217	62433441	peak683	10.09939	ZNF365	-87118	0.018597650936
chr10	62885991	62886165	peak684	5.50166	EGR2	69712	0.0373105183048
chr10	62885991	62886165	peak684	5.50166	EGR2	66911	0.0417339638864
chr10	62885991	62886165	peak684	5.50166	ADO	81323	0.0234491742014
chr10	63173927	63174101	peak685	4.40773	NRBF2	40768	0.118751761796
chr10	63173927	63174101	peak685	4.40773	JMJD1C	-95209	0.0134555986909
chr10	71860524	71860742	peak687	8.60098	PSAP	9308	0.417980708264
chr10	71860524	71860742	peak687	8.60098	CDH23	48751	0.0862901348249
chr10	71860524	71860742	peak687	8.60098	C10orf54	87053	0.018646067743
chr10	71860524	71860742	peak687	8.60098	MIR7152	69887	0.0370502566551
chr10	71860524	71860742	peak687	8.60098	CDH23	64863	0.0452967496828
chr10	72163013	72163248	peak688	5.50166	SPOCK2	74357	0.0309841343708
chr10	72163013	72163248	peak688	5.50166	ANAPC16	-52869	0.0731853510727
chr10	72163013	72163248	peak688	5.50166	ASCC1	-53311	0.0719028051797
chr10	72163013	72163248	peak688	5.50166	ASCC1	-54004	0.0699370309245
chr10	72163013	72163248	peak688	5.50166	ASCC1	-52979	0.0728640429243
chr10	72163013	72163248	peak688	5.50166	SPOCK2	74098	0.0313067985172
chr10	72308578	72308752	peak689	3.36359	DDIT4	34747	0.151089938541
chr10	72308578	72308752	peak689	3.36359	DNAJB12	-46484	0.0944806714805
chr10	72308578	72308752	peak689	3.36359	ASCC1	91531	0.0155882165423
chr10	72308578	72308752	peak689	3.36359	ASCC1	92224	0.0151620452033
chr10	72308578	72308752	peak689	3.36359	ANAPC16	92666	0.0148963360344
chr10	72308578	72308752	peak689	3.36359	ASCC1	92556	0.0149620243212
chr1	31170862	31171097	peak69	4.42430	NKAIN1	-68908	0.0385299275769
chr10	76946405	76946579	peak690	6.63171	KCNMA1-AS1	58449	0.0585449759779
chr10	79286334	79286520	peak691	6.63171	PPIF	-61036	0.0527896568739
chr10	79294337	79294511	peak692	2.38954	PPIF	-53039	0.0726893789019
chr10	80477928	80478152	peak693	6.63171	SH2D4B	-59861	0.0553300012213
chr10	80477928	80478152	peak693	6.63171	FAM213A	64222	0.0464731756771
chr10	80477928	80478152	peak693	6.63171	FAM213A	69555	0.0375455656358
chr10	80477928	80478152	peak693	6.63171	FAM213A	70212	0.0365717205427
chr10	80477928	80478152	peak693	6.63171	LOC102723703	-53209	0.072196767901
chr10	80477928	80478152	peak693	6.63171	TSPAN14	23759	0.234485857988
chr10	80477928	80478152	peak693	6.63171	SH2D4B	-62778	0.0492365029845
chr10	80477928	80478152	peak693	6.63171	LOC101929574	-57902	0.0598400565677
chr10	89085244	89085418	peak695	6.03304	MIR4679-2	21920	0.252384893887
chr10	89085244	89085418	peak695	6.03304	FAS	94801	0.0136769957476
chr10	89085244	89085418	peak695	6.03304	MIR4679-1	21996	0.251618808849
chr10	89085244	89085418	peak695	6.03304	FAS-AS1	92356	0.0150822005799
chr10	89085244	89085418	peak695	6.03304	ACTA2	93941	0.0141556704026
chr10	91340994	91341306	peak697	9.79199	HECTD2	-69134	0.0381831866619
chr10	95767969	95768186	peak698	7.81143	TCTN3	73934	0.031512846213
chr10	95767969	95768186	peak698	7.81143	ENTPD1	12162	0.37288694567
chr10	95767969	95768186	peak698	7.81143	ENTPD1	12426	0.368969977515
chr10	95767969	95768186	peak698	7.81143	ENTPD1	56299	0.0638026853112
chr10	103908311	103908549	peak699	9.03214	SH3PXD2A	53024	0.0727330056159
chr10	103908311	103908549	peak699	9.03214	SLK	-58754	0.0578350665239
chr10	103908311	103908549	peak699	9.03214	OBFC1	-9857	0.408901902048
chr1	8283318	8283522	peak7	11.23335	LOC102724539	74749	0.0305020922305
chr1	8283318	8283522	peak7	11.23335	SLC45A1	-34664	0.151592390746
chr1	31483484	31483677	peak70	10.87162	TINAGL1	-92904	0.0147551958088
chr1	31483484	31483677	peak70	10.87162	SERINC2	69768	0.0372270362785
chr1	31483484	31483677	peak70	10.87162	SERINC2	73407	0.0321841880946
chr1	31483484	31483677	peak70	10.87162	LINC01226	-34854	0.150444655495
chr1	31483484	31483677	peak70	10.87162	SERINC2	70465	0.0362034811648
